,close_0,high_0,low_0,open_0,volume_0
2018-11-12 01:00:00+00:00,7261.936282517421,7303.734996081168,7252.76499355861,7266.568285488325,1758.515720516556
2018-11-12 02:00:00+00:00,7240.684886540976,7261.936282517421,7208.275248091367,7261.936282517421,1941.6350441753693
2018-11-12 03:00:00+00:00,7222.838611495184,7258.913830153246,7220.416397092395,7240.684886540976,573.3164588883432
2018-11-12 04:00:00+00:00,7263.1982041415595,7282.989478903573,7188.54845920529,7222.838611495184,3176.3887490965576
2018-11-12 05:00:00+00:00,7264.375020990975,7264.375020990975,7263.1982041415595,7263.1982041415595,62.97529190589199
2018-11-12 06:00:00+00:00,7249.101678637978,7278.924356652996,7238.142631504086,7264.375020990975,1053.7666830683424
2018-11-12 07:00:00+00:00,7253.624718729599,7265.397848181626,7220.395868326686,7249.101678637978,815.0274378800863
2018-11-12 08:00:00+00:00,7303.96588638004,7388.461030787394,7197.609456645603,7253.624718729599,5878.3191643824375
2018-11-12 09:00:00+00:00,7306.819118438148,7319.91059966538,7303.96588638004,7303.96588638004,1116.5788602030916
2018-11-12 10:00:00+00:00,7321.656946895787,7336.534273020389,7281.79051858291,7306.819118438148,1263.9280415640826
2018-11-12 11:00:00+00:00,7328.8636137809435,7337.569098082417,7321.656946895787,7321.656946895787,390.6767587614101
2018-11-12 12:00:00+00:00,7320.320908939449,7329.430017448002,7320.320908939449,7328.8636137809435,473.817734807483
2018-11-12 13:00:00+00:00,7292.770063031816,7320.320908939449,7280.435510847604,7320.320908939449,2534.1695090411745
2018-11-12 14:00:00+00:00,7284.3392185654,7292.770063031816,7275.45590622535,7292.770063031816,859.9002903919583
2018-11-12 15:00:00+00:00,7279.286645119677,7305.3855827365915,7254.677069098854,7284.3392185654,525.190770637879
2018-11-12 16:00:00+00:00,7293.333510954946,7313.559858313532,7279.286645119677,7279.286645119677,833.9963634278375
2018-11-12 17:00:00+00:00,7313.487421202808,7316.9138975719425,7271.812544233178,7293.333510954946,1393.9145744626476
2018-11-12 18:00:00+00:00,7335.92377032888,7363.891833336091,7298.259491061316,7313.487421202808,2156.7730375626343
2018-11-12 19:00:00+00:00,7342.791579141691,7342.791579141691,7335.92377032888,7335.92377032888,103.69771772758322
2018-11-12 20:00:00+00:00,7364.202296780195,7409.183537094213,7328.610195134306,7342.791579141691,1802.1440007554047
2018-11-12 21:00:00+00:00,7345.876318512336,7402.39756516202,7338.613537517239,7364.202296780195,2425.409890778946
2018-11-12 22:00:00+00:00,7376.229726165579,7420.65551387309,7280.115902707067,7345.876318512336,4740.72738406193
2018-11-12 23:00:00+00:00,7388.669005435335,7388.669005435335,7374.584572602285,7376.229726165579,328.0367051247564
2018-11-13 00:00:00+00:00,7381.373898351287,7388.669005435335,7381.373898351287,7388.669005435335,432.10267409747996
2018-11-13 01:00:00+00:00,7393.227035725444,7397.44697499697,7365.413900766551,7381.373898351287,1216.6182068788323
2018-11-13 02:00:00+00:00,7391.345813234249,7393.227035725444,7383.12538125034,7393.227035725444,279.3342871988191
2018-11-13 03:00:00+00:00,7418.922247621699,7448.10525553749,7350.04802116742,7391.345813234249,4511.774850464741
2018-11-13 04:00:00+00:00,7456.134175188493,7491.618735416375,7398.722739960837,7418.922247621699,2515.8703779676093
2018-11-13 05:00:00+00:00,7509.992159761749,7569.525677411988,7440.562825437871,7456.134175188493,3156.1739309168624
2018-11-13 06:00:00+00:00,7475.4678041157495,7597.361795609235,7475.4678041157495,7509.992159761749,6383.522319733155
2018-11-13 07:00:00+00:00,7439.934534972969,7535.771159046759,7357.453299447344,7475.4678041157495,2913.499824915447
2018-11-13 08:00:00+00:00,7375.064992191466,7493.002939464275,7306.17260644935,7439.934534972969,6040.343238274675
2018-11-13 09:00:00+00:00,7378.915688641829,7378.915688641829,7361.382600363126,7375.064992191466,396.41563187916995
2018-11-13 10:00:00+00:00,7400.212920453699,7416.614562929215,7370.450015280255,7378.915688641829,2192.6147126358046
2018-11-13 11:00:00+00:00,7407.874443777201,7407.874443777201,7392.8871318009315,7400.212920453699,458.8854036541012
2018-11-13 12:00:00+00:00,7358.629854097905,7466.063098565977,7270.247544971866,7407.874443777201,5554.92953624184
2018-11-13 13:00:00+00:00,7351.167897719042,7462.007220997676,7351.167897719042,7358.629854097905,3992.8079640748906
2018-11-13 14:00:00+00:00,7371.214187514222,7373.426297428223,7315.722222305492,7351.167897719042,1452.824624317633
2018-11-13 15:00:00+00:00,7376.765838869971,7378.308804782093,7363.406855657764,7371.214187514222,990.1023802985274
2018-11-13 16:00:00+00:00,7395.274106307034,7420.499976169909,7371.524110608698,7376.765838869971,1407.8357951239348
2018-11-13 17:00:00+00:00,7389.817411093869,7395.274106307034,7339.751780621374,7395.274106307034,1258.330519517789
2018-11-13 18:00:00+00:00,7384.889688046701,7397.646900506176,7384.889688046701,7389.817411093869,601.2269983047229
2018-11-13 19:00:00+00:00,7389.391418684563,7389.391418684563,7384.889688046701,7384.889688046701,381.0919253037595
2018-11-13 20:00:00+00:00,7399.3437567205465,7405.638854986743,7373.524179976438,7389.391418684563,987.5822675965784
2018-11-13 21:00:00+00:00,7404.1407206941585,7404.1407206941585,7389.117644860676,7399.3437567205465,478.8916941407894
2018-11-13 22:00:00+00:00,7407.005005565225,7410.204045050751,7402.388196008387,7404.1407206941585,311.5351095652062
2018-11-13 23:00:00+00:00,7390.611737109871,7422.034022219169,7385.737457048922,7407.005005565225,1514.1173968323699
2018-11-14 00:00:00+00:00,7319.648284613329,7457.111108788904,7251.148829209701,7390.611737109871,18246.314828020837
2018-11-14 01:00:00+00:00,7322.547758124459,7377.946992079663,7264.046421582472,7319.648284613329,6327.588264709565
2018-11-14 02:00:00+00:00,7349.815545187855,7377.54825183176,7286.669922293117,7322.547758124459,6317.3761801753835
2018-11-14 03:00:00+00:00,7378.87316095545,7392.007007773146,7297.704213846992,7349.815545187855,2507.6347255590326
2018-11-14 04:00:00+00:00,7383.3370373789985,7387.727847428751,7378.87316095545,7378.87316095545,307.4355437211695
2018-11-14 05:00:00+00:00,7374.171009525931,7393.452153812329,7374.171009525931,7383.3370373789985,1636.851031399536
2018-11-14 06:00:00+00:00,7358.62475126454,7376.568594596935,7314.14179216013,7374.171009525931,1559.6571119373373
2018-11-14 07:00:00+00:00,7368.86209786244,7368.86209786244,7321.915758381274,7358.62475126454,2479.2150959026617
2018-11-14 08:00:00+00:00,7370.7004996924115,7370.7004996924115,7368.86209786244,7368.86209786244,89.74600308009414
2018-11-14 09:00:00+00:00,7362.31274413463,7375.187041143375,7317.515215665625,7370.7004996924115,3999.2744356296657
2018-11-14 10:00:00+00:00,7363.3306340470235,7363.3306340470235,7362.0719883244765,7362.31274413463,93.7135780343293
2018-11-14 11:00:00+00:00,7348.260787829242,7363.3306340470235,7290.269786911734,7363.3306340470235,1573.5462161575435
2018-11-14 12:00:00+00:00,7365.144434817775,7365.144434817775,7348.260787829242,7348.260787829242,879.2830041507791
2018-11-14 13:00:00+00:00,7354.259534693995,7382.2767761064515,7354.259534693995,7365.144434817775,721.2156756577947
2018-11-14 14:00:00+00:00,7383.957410730157,7421.278585167517,7333.5591044174425,7354.259534693995,1976.310347746039
2018-11-14 15:00:00+00:00,7393.742581896193,7423.311749972696,7370.750149540427,7383.957410730157,1896.206287209413
2018-11-14 16:00:00+00:00,7408.180122002383,7416.222801067153,7385.073034198324,7393.742581896193,641.7341588624606
2018-11-14 17:00:00+00:00,7381.4566045863385,7424.527755266144,7372.729746970166,7408.180122002383,2514.540092097969
2018-11-14 18:00:00+00:00,7385.538098745025,7385.538098745025,7373.168135547369,7381.4566045863385,660.0019692752317
2018-11-14 19:00:00+00:00,7403.5448808699275,7418.107525869918,7325.126464888543,7385.538098745025,1002.2675061605335
2018-11-14 20:00:00+00:00,7380.271883483366,7433.971070050023,7380.271883483366,7403.5448808699275,1272.6875450906675
2018-11-14 21:00:00+00:00,7373.759603067447,7392.315331107247,7336.856626161606,7380.271883483366,5047.931803885608
2018-11-14 22:00:00+00:00,7374.512162920565,7374.512162920565,7373.759603067447,7373.759603067447,72.77377215733142
2018-11-14 23:00:00+00:00,7341.1762255188505,7380.1242093121455,7327.585123662067,7374.512162920565,1112.0094655759472
2018-11-15 00:00:00+00:00,7348.7651102098225,7352.886511174487,7341.1762255188505,7341.1762255188505,499.99113653223475
2018-11-15 01:00:00+00:00,7369.2465012381235,7387.539053700455,7334.7774898960415,7348.7651102098225,1874.74841947902
2018-11-15 02:00:00+00:00,7348.361860292626,7377.230217402137,7237.470303322912,7369.2465012381235,4206.2300900250675
2018-11-15 03:00:00+00:00,7356.816074861952,7356.816074861952,7342.838215027502,7348.361860292626,267.10536633510446
2018-11-15 04:00:00+00:00,7227.933535473956,7464.778543920474,7071.674108228998,7356.816074861952,14165.259906751058
2018-11-15 05:00:00+00:00,7226.97260687845,7227.933535473956,7226.97260687845,7227.933535473956,80.7364930362083
2018-11-15 06:00:00+00:00,7188.552672271055,7272.227739570817,7082.181646995321,7226.97260687845,8513.185325108334
2018-11-15 07:00:00+00:00,7215.129684869059,7215.129684869059,7188.552672271055,7188.552672271055,459.8201869038099
2018-11-15 08:00:00+00:00,7224.819911906308,7261.395486293627,7215.129684869059,7215.129684869059,1044.4008823164722
2018-11-15 09:00:00+00:00,7224.19457233064,7224.819911906308,7219.295648058162,7224.819911906308,85.91080278680006
2018-11-15 10:00:00+00:00,7205.7239107867035,7385.508376286386,6843.491519854232,7224.19457233064,12279.770799806218
2018-11-15 11:00:00+00:00,7235.996296355422,7324.652751286072,7193.683419094174,7205.7239107867035,5702.545838119899
2018-11-15 12:00:00+00:00,7283.018483855615,7319.54646339015,7234.791082829414,7235.996296355422,2542.7674346650083
2018-11-15 13:00:00+00:00,7238.520321851876,7309.6942916660155,7213.580398402739,7283.018483855615,3557.7645313942003
2018-11-15 14:00:00+00:00,7268.030014188074,7282.363420575874,7193.6999195695,7238.520321851876,1649.094253488493
2018-11-15 15:00:00+00:00,7307.081404605126,7341.386343985164,7190.239542866549,7268.030014188074,1880.6825417821485
2018-11-15 16:00:00+00:00,7315.18594475864,7315.18594475864,7292.980701919359,7307.081404605126,1381.5559407001197
2018-11-15 17:00:00+00:00,7286.291581071318,7381.355839727598,7243.977442300473,7315.18594475864,7096.736934227241
2018-11-15 18:00:00+00:00,7307.012667121206,7326.641507206195,7248.319913881888,7286.291581071318,2029.4055161365636
2018-11-15 19:00:00+00:00,7302.617570387413,7307.012667121206,7291.353598835657,7307.012667121206,1037.5709651987374
2018-11-15 20:00:00+00:00,7288.0581926498535,7314.171738159072,7256.150599386569,7302.617570387413,1583.9997463679724
2018-11-15 21:00:00+00:00,7258.534407181559,7298.954271732552,7229.631410456994,7288.0581926498535,1111.6343017004326
2018-11-15 22:00:00+00:00,7271.67639929726,7278.618310037017,7258.534407181559,7258.534407181559,681.1061517790764
2018-11-15 23:00:00+00:00,7290.660891114237,7298.251185526514,7271.67639929726,7271.67639929726,811.9359971017116
2018-11-16 00:00:00+00:00,7275.655132502544,7293.231564275595,7268.20591545721,7290.660891114237,583.4303572622119
2018-11-16 01:00:00+00:00,7288.10845963152,7306.108714820616,7260.157210784611,7275.655132502544,2885.7528281019704
2018-11-16 02:00:00+00:00,7260.635223162193,7288.10845963152,7220.64085190245,7288.10845963152,2482.683253454672
2018-11-16 03:00:00+00:00,7279.808107492699,7279.808107492699,7232.954231610494,7260.635223162193,3776.751900168488
2018-11-16 04:00:00+00:00,7280.885865611453,7280.885865611453,7279.808107492699,7279.808107492699,78.44250956416151
2018-11-16 05:00:00+00:00,7276.3710083524475,7293.5690739708025,7276.3710083524475,7280.885865611453,472.3016724721635
2018-11-16 06:00:00+00:00,7273.8920505853175,7276.3710083524475,7265.9645663621495,7276.3710083524475,260.8447964167764
2018-11-16 07:00:00+00:00,7294.711077293087,7301.737100606947,7273.8920505853175,7273.8920505853175,922.1924219111963
2018-11-16 08:00:00+00:00,7312.733917386417,7338.4662461353655,7265.505587909446,7294.711077293087,4054.7686506347145
2018-11-16 09:00:00+00:00,7325.4653031289345,7360.7550204992385,7191.777576438255,7312.733917386417,3573.843645542021
2018-11-16 10:00:00+00:00,7328.750613001113,7328.750613001113,7325.4653031289345,7325.4653031289345,354.54105577590974
2018-11-16 11:00:00+00:00,7330.590629476481,7330.590629476481,7328.750613001113,7328.750613001113,123.24115842586025
2018-11-16 12:00:00+00:00,7345.505226577565,7351.843734360566,7291.049457645857,7330.590629476481,1364.4543953481486
2018-11-16 13:00:00+00:00,7351.095653683621,7385.403189488832,7345.505226577565,7345.505226577565,1416.7010310324652
2018-11-16 14:00:00+00:00,7367.609924337182,7402.228888148236,7322.931275344396,7351.095653683621,2001.195153694614
2018-11-16 15:00:00+00:00,7187.730869166344,7547.384743862574,7034.873136068925,7367.609924337182,11982.690991727644
2018-11-16 16:00:00+00:00,7130.246798194826,7248.133232385358,7083.148372824234,7187.730869166344,3823.246179020261
2018-11-16 17:00:00+00:00,7154.660527575155,7180.6512738872025,7130.246798194826,7130.246798194826,1231.639855044156
2018-11-16 18:00:00+00:00,7206.374223561904,7256.358990660946,7126.522389836873,7154.660527575155,6018.75892075026
2018-11-16 19:00:00+00:00,7216.824764024321,7250.909164277403,7190.196777346786,7206.374223561904,3300.3737911987077
2018-11-16 20:00:00+00:00,7214.403911419139,7276.813075290954,7214.403911419139,7216.824764024321,5399.329106957154
2018-11-16 21:00:00+00:00,7211.121400453673,7214.403911419139,7193.688708369922,7214.403911419139,846.7598086395184
2018-11-16 22:00:00+00:00,7258.045286693079,7330.981541066436,7194.020679046164,7211.121400453673,2584.5282004685628
2018-11-16 23:00:00+00:00,7258.422307933944,7260.97877669496,7258.045286693079,7258.045286693079,181.30540458869692
2018-11-17 00:00:00+00:00,7231.592959959773,7282.615949570495,7214.5866375308,7258.422307933944,2987.0981082865237
2018-11-17 01:00:00+00:00,7500.888808127079,7783.859613479904,7020.818880228566,7231.592959959773,19588.837387959084
2018-11-17 02:00:00+00:00,7476.242232865064,7525.858802850399,7444.620988865177,7500.888808127079,4410.140408854662
2018-11-17 03:00:00+00:00,7482.33420033806,7494.850975129433,7463.924710665869,7476.242232865064,1081.9113168509305
2018-11-17 04:00:00+00:00,7474.982375585374,7488.100799994356,7462.39327900758,7482.33420033806,846.0145178440042
2018-11-17 05:00:00+00:00,7487.150981021051,7507.878775423363,7474.982375585374,7474.982375585374,607.0611268537534
2018-11-17 06:00:00+00:00,7482.800847930147,7487.150981021051,7477.0978399662035,7487.150981021051,465.5074603607713
2018-11-17 07:00:00+00:00,7507.122985900874,7535.929372915276,7462.748623730909,7482.800847930147,2295.3914487756956
2018-11-17 08:00:00+00:00,7512.366977237237,7518.295562453928,7492.407228223391,7507.122985900874,1392.999004892914
2018-11-17 09:00:00+00:00,7566.758933046933,7596.763585821319,7444.967842508518,7512.366977237237,2326.9182942050206
2018-11-17 10:00:00+00:00,7519.576008034992,7634.071939155134,7472.826104011002,7566.758933046933,2660.6833962779233
2018-11-17 11:00:00+00:00,7503.520768406482,7581.923107011443,7503.520768406482,7519.576008034992,1428.5854885486078
2018-11-17 12:00:00+00:00,7525.805549861991,7552.050947909458,7480.246909882914,7503.520768406482,1960.9330000867417
2018-11-17 13:00:00+00:00,7588.733939824871,7675.985550388395,7516.219075694374,7525.805549861991,6070.419744730539
2018-11-17 14:00:00+00:00,7582.477098077542,7626.993583739148,7518.853596746654,7588.733939824871,2306.7503528197058
2018-11-17 15:00:00+00:00,7599.528514337507,7613.901980252543,7545.9350151327535,7582.477098077542,2217.8406918358346
2018-11-17 16:00:00+00:00,7593.821349922599,7606.725037476152,7576.3267794789745,7599.528514337507,1318.6773521816117
2018-11-17 17:00:00+00:00,7681.581454456061,7770.0340943469755,7512.056437604414,7593.821349922599,8719.993318538203
2018-11-17 18:00:00+00:00,7674.269905297488,7700.752732031917,7671.100142498285,7681.581454456061,867.3440179201834
2018-11-17 19:00:00+00:00,7691.447285586018,7691.447285586018,7670.031457358163,7674.269905297488,1424.7493507313989
2018-11-17 20:00:00+00:00,7683.30352515121,7731.222021014879,7673.745560337,7691.447285586018,940.6307033290723
2018-11-17 21:00:00+00:00,7651.1068811027035,7716.364924209726,7621.409497113515,7683.30352515121,14984.647169686907
2018-11-17 22:00:00+00:00,7658.975474070187,7658.975474070187,7624.779586064551,7651.1068811027035,890.3673438660688
2018-11-17 23:00:00+00:00,7671.64519228568,7671.64519228568,7655.699102288559,7658.975474070187,782.1689519861202
2018-11-18 00:00:00+00:00,7704.369322984106,7704.369322984106,7671.64519228568,7671.64519228568,703.7088677091853
2018-11-18 01:00:00+00:00,7701.523703883645,7704.369322984106,7678.524155485336,7704.369322984106,600.9186703424822
2018-11-18 02:00:00+00:00,7685.8285477076015,7715.963439607582,7659.417427618879,7701.523703883645,2074.2103155499835
2018-11-18 03:00:00+00:00,7700.054363705093,7703.994348099252,7685.8285477076015,7685.8285477076015,547.0485961324057
2018-11-18 04:00:00+00:00,7706.123953657745,7706.123953657745,7700.054363705093,7700.054363705093,141.12188413802573
2018-11-18 05:00:00+00:00,7713.213216826229,7725.652607275918,7706.123953657745,7706.123953657745,435.36369815804534
2018-11-18 06:00:00+00:00,7711.31306468091,7713.213216826229,7704.405678202896,7713.213216826229,751.4339451742244
2018-11-18 07:00:00+00:00,7740.8156220382325,7764.1610576624325,7709.4415136803655,7711.31306468091,1857.5485853440537
2018-11-18 08:00:00+00:00,7753.980492001394,7779.7024465123,7722.316177805174,7740.8156220382325,2858.9813765662843
2018-11-18 09:00:00+00:00,7802.762858922171,7855.611601878777,7704.268950257737,7753.980492001394,1943.1043334427413
2018-11-18 10:00:00+00:00,7831.343274831316,7848.485357839076,7777.995198266479,7802.762858922171,3054.6230024324277
2018-11-18 11:00:00+00:00,7848.328532680596,7848.328532680596,7831.343274831316,7831.343274831316,345.5388238899487
2018-11-18 12:00:00+00:00,7919.113729105393,7959.420414008889,7797.118716140758,7848.328532680596,5186.919245149507
2018-11-18 13:00:00+00:00,7934.805712685203,7934.805712685203,7916.156156756402,7919.113729105393,463.4165586672551
2018-11-18 14:00:00+00:00,7945.760530478488,7959.694362710549,7928.566059987175,7934.805712685203,2098.485193156724
2018-11-18 15:00:00+00:00,7966.981279297672,7966.981279297672,7925.404763818814,7945.760530478488,681.4021930732163
2018-11-18 16:00:00+00:00,7994.407959008558,8024.442851393395,7938.528084542284,7966.981279297672,1998.2200861942658
2018-11-18 17:00:00+00:00,8056.8789370490495,8085.410525335783,7940.464948950868,7994.407959008558,1699.8851289427491
2018-11-18 18:00:00+00:00,8078.743994548747,8218.366751562795,8056.8789370490495,8056.8789370490495,5314.570925648347
2018-11-18 19:00:00+00:00,8063.7430799594795,8078.743994548747,8042.235886764982,8078.743994548747,1435.3865764991267
2018-11-18 20:00:00+00:00,8115.817326232781,8163.808140349702,8009.246225212886,8063.7430799594795,5321.890199468485
2018-11-18 21:00:00+00:00,8080.226507019097,8173.812930050264,8059.5449696135765,8115.817326232781,2936.083119519759
2018-11-18 22:00:00+00:00,8033.432946820333,8123.733985435934,8027.750444704381,8080.226507019097,2586.664730695122
2018-11-18 23:00:00+00:00,7989.805419097393,8058.522007201668,7954.643003513371,8033.432946820333,4189.835941442313
2018-11-19 00:00:00+00:00,7966.3471447880775,7993.508397833434,7946.01375632909,7989.805419097393,4087.7472483294305
2018-11-19 01:00:00+00:00,7936.977032491527,7989.083044458135,7914.921429080928,7966.3471447880775,1870.9863096735032
2018-11-19 02:00:00+00:00,7881.27659651845,7993.924545457387,7744.71015625932,7936.977032491527,6355.399933613093
2018-11-19 03:00:00+00:00,7872.758061491415,7889.041632074208,7864.407764293525,7881.27659651845,650.6139244569504
2018-11-19 04:00:00+00:00,7837.956128691467,7908.9308617460365,7818.2911730669675,7872.758061491415,3601.922160918116
2018-11-19 05:00:00+00:00,7866.751688040662,7884.3474504143405,7757.115769311955,7837.956128691467,3611.925524259311
2018-11-19 06:00:00+00:00,7851.517718875022,7879.4473356898425,7842.995733063627,7866.751688040662,444.22396886450963
2018-11-19 07:00:00+00:00,7819.536253874282,7911.165767042508,7776.737577916713,7851.517718875022,3196.897880789425
2018-11-19 08:00:00+00:00,7842.096688534764,7845.476979902262,7795.7719628627065,7819.536253874282,2372.3885996036847
2018-11-19 09:00:00+00:00,7858.180997962398,7870.351097012884,7842.096688534764,7842.096688534764,1137.576982095586
2018-11-19 10:00:00+00:00,7846.882202915722,7878.240471914713,7833.068702625591,7858.180997962398,1906.3649487823616
2018-11-19 11:00:00+00:00,7883.323175950828,7936.484820104418,7785.612417957846,7846.882202915722,3487.8949318204463
2018-11-19 12:00:00+00:00,7886.6351550489335,7886.6351550489335,7882.440996126371,7883.323175950828,238.4623144553578
2018-11-19 13:00:00+00:00,7928.730708277069,7975.937209300145,7846.309028193437,7886.6351550489335,10446.88692826318
2018-11-19 14:00:00+00:00,7941.835045017811,7941.835045017811,7921.04479389752,7928.730708277069,835.067301793461
2018-11-19 15:00:00+00:00,7950.531506703198,7950.531506703198,7941.835045017811,7941.835045017811,287.0083975043085
2018-11-19 16:00:00+00:00,7953.355376161341,7953.355376161341,7950.531506703198,7950.531506703198,114.29117860839825
2018-11-19 17:00:00+00:00,7921.4057279845265,7977.067432684733,7887.842249022995,7953.355376161341,3068.3241675548693
2018-11-19 18:00:00+00:00,7985.563800553477,8041.365033993962,7913.675891257649,7921.4057279845265,6347.631261095443
2018-11-19 19:00:00+00:00,7971.1701672214185,7985.563800553477,7931.696118771689,7985.563800553477,1719.037009888921
2018-11-19 20:00:00+00:00,7965.905192898221,7971.1701672214185,7940.460208180048,7971.1701672214185,972.7418050545417
2018-11-19 21:00:00+00:00,7967.385130060205,7977.543411683251,7964.3693869278595,7965.905192898221,339.7185890051999
2018-11-19 22:00:00+00:00,7978.102926346776,7988.564426002506,7941.409796065797,7967.385130060205,1653.2159151720277
2018-11-19 23:00:00+00:00,7984.442535612011,7984.442535612011,7978.102926346776,7978.102926346776,329.23042630456416
2018-11-20 00:00:00+00:00,7989.711776263608,8012.13023551727,7979.712410921671,7984.442535612011,1853.5923258050084
2018-11-20 01:00:00+00:00,8007.092514155699,8042.322500729946,7930.038757718349,7989.711776263608,3379.618327208357
2018-11-20 02:00:00+00:00,8054.480471924021,8068.856538545908,7974.724220490723,8007.092514155699,1983.6617637373233
2018-11-20 03:00:00+00:00,8051.239732320671,8054.480471924021,8050.6062513885445,8054.480471924021,119.1462253629326
2018-11-20 04:00:00+00:00,8018.543380546938,8058.81632097691,7987.892180215808,8051.239732320671,1398.719482517761
2018-11-20 05:00:00+00:00,7987.316974442325,8018.543380546938,7954.009277121664,8018.543380546938,2161.120931059927
2018-11-20 06:00:00+00:00,7969.768255141182,8018.33222441256,7944.632353297672,7987.316974442325,1529.8990770586154
2018-11-20 07:00:00+00:00,7925.87328370604,8004.97479948593,7888.897437033081,7969.768255141182,4616.417086298855
2018-11-20 08:00:00+00:00,7947.409638612856,8005.009525195067,7869.727164197289,7925.87328370604,9197.106587348186
